balance,purchases,cash_adv,cash_adv_trx,purchases_trx,prc_full_pay,tenure,credit_limit
0,75.61,75.61,1,0,0,12,5000
1764.86,0,0,0,21,1,12,10000
2352.2,0,0,0,30,0.25,12,6500
0,516.03,516.03,9,0,0,12,4000
3877.85,0,0,0,29,1,12,12500
5958.17,0,0,0,98,0,12,15000
5969.33,1777.02,1777.02,4,92,0.25,12,16500
14604.87,0,0,0,219,1,12,15500
433.63,2433.99,2433.99,13,5,0,12,7000
2790.76,0,0,0,36,0,12,14000
571.32,4961.01,4961.01,14,3,0.45,12,4000
0,1662.82,1662.82,4,0,0,12,1800
281.25,1361.25,1361.25,4,9,0,9,1200
1701.9,1089.06,1089.06,5,55,0,12,3000
14332.92,0,0,0,152,0,11,16000
490.6,0,0,0,3,1,11,18000
0,310.89,310.89,1,0,0,12,9000
8371.19,959.95,959.95,1,87,0.25,12,3800
4552.44,0,0,0,15,1,12,5000
202,0,0,0,2,0,12,2000
6030.34,7279.88,7279.88,62,104,0.09,12,7000
379.3,0,0,0,6,0.18,12,2500
1877.24,0,0,0,29,0.08,12,8500
3660.97,0,0,0,33,0.67,12,7500
2281.56,98.6,98.6,2,29,0,12,20000
45.65,1246.22,1246.22,2,1,0.1,12,1200
1919.66,0,0,0,34,0,12,6000
685.08,0,0,0,24,0.25,12,13000
362.13,0,0,0,19,0,12,1200
80,0,0,0,1,0,8,1500
3703.36,0,0,0,54,0.92,12,7500
12650,2781.68,2781.68,2,10,0,12,10500
228.35,1908.66,1908.66,1,7,0,12,4000
0,3987.82,3987.82,5,0,0,10,4000
1969.24,0,0,0,30,0,12,12000
533.36,19.29,19.29,1,8,0,12,1200
0,1618.33,1618.33,8,0,0,12,7500
1901.94,0,0,0,34,0,12,4500
0,744.14,744.14,2,0,0,12,7000
5601.54,36.34,36.34,1,182,0.17,12,7500
162.56,0,0,0,6,0,12,1000
66.32,8733.14,8733.14,16,1,0,12,9000
19.9,0,0,0,2,0.5,10,6500
362.36,7240.43,7240.43,12,2,0,8,8000
818.02,2758.01,2758.01,3,14,0.08,12,3000
1286.2,0,0,0,24,0,12,4000
1800,2642.85,2642.85,7,12,0,12,6000
0,129.38,129.38,5,0,0,12,3000
1131.08,0,0,0,25,0.25,12,18000
83.35,0,0,0,1,0,7,4000
342.07,0,0,0,11,0,12,3000
2025,385.63,385.63,1,21,0.5,12,6000
3548.64,0,0,0,51,1,12,20000
1687.29,0,0,0,8,0.17,12,11500
231.35,944.18,944.18,3,7,0,7,1000
2427.26,0,0,0,30,0.33,12,5000
579.28,727.53,727.53,1,13,0,12,1200
420.03,0,0,0,16,0,12,6600
328.92,9497.7,9497.7,12,2,0,6,10000
419.64,0,0,0,12,0,12,4200
3267.03,0,0,0,101,1,12,6000
294.13,0,0,0,12,0,12,1500
0,3550.21,3550.21,3,0,0,12,5500
0,2196.11,2196.11,5,0,0,6,3000
0,2368.25,2368.25,10,0,0.1,12,1500
171.92,0,0,0,5,0,12,4500
2210.97,0,0,0,50,0,12,9500
1229.57,0,0,0,16,0,12,2700
64,248.69,248.69,2,1,0,12,2800
0,1700.07,1700.07,9,0,0,12,3000
9670.84,1896.2,1896.2,2,88,0.08,12,17500
7446.18,2817.03,2817.03,5,82,0.33,12,10000
0,9972.23,9972.23,2,0,0,12,14000
375.57,99.59,99.59,1,3,0,12,6000
5228.36,0,0,0,71,0.45,12,3000
291.65,0,0,0,10,0.08,12,8000
1386.4,0,0,0,3,0,7,1500
1307.16,4245.84,4245.84,4,24,0,12,5000
0,6372.11,6372.11,8,0,0,12,16000
77.99,0,0,0,2,0,12,1200
861.79,457.7,457.7,1,7,0.08,12,6000
65,0,0,0,1,0,12,3000
798.34,3206.81,3206.81,2,19,0,12,4500
0,223.95,223.95,3,0,0,12,8500
32.22,37.74,37.74,1,1,0,12,2000
404.24,3369.47,3369.47,7,3,0,12,14500
0,1084.81,1084.81,4,0,0.33,12,1200
8820.67,0,0,0,37,0,12,6500
7590.08,1596.57,1596.57,4,81,0,12,10000
0,722.36,722.36,8,0,0,12,6000
1613.74,0,0,0,37,0,12,1500
1214.74,0,0,0,48,0.75,12,11000
776.89,0,0,0,2,0,12,1500
0,56.75,56.75,1,0,0,10,5500
0,259.61,259.61,7,0,0,12,2750
4371.82,0,0,0,97,0.58,12,20000
1648.53,2146.51,2146.51,4,46,0,12,6500
0,6182.98,6182.98,62,0,0,12,11500
24,0,0,0,2,0,12,1500
1123.58,0,0,0,9,0,12,1500
571.91,0,0,0,5,0,12,2100
0,2909.49,2909.49,6,0,0,12,7500
0,1148.82,1148.82,3,0,0,6,1500
1080.11,0,0,0,23,1,12,9000
0,1249.68,1249.68,10,0,0,12,3000
749.57,4096.91,4096.91,19,7,0,9,6000
0,1977.83,1977.83,1,0,0,8,2500
880.19,0,0,0,46,0,12,1500
642.33,0,0,0,12,0,12,9000
890.2,0,0,0,9,0,12,3000
1798.24,756.23,756.23,3,17,0,12,1500
2720.68,0,0,0,49,0,12,5000
4139.56,3607.41,3607.41,3,8,0,9,9000
1140,0,0,0,6,0,12,3650
169.28,2868.73,2868.73,7,7,0,12,6000
0,2454.44,2454.44,6,0,0,7,1200
183.7,1585.71,1585.71,4,4,0,12,10500
0,4045.62,4045.62,6,0,0,12,13000
1412.76,2045.09,2045.09,6,25,0,12,5000
0,485.27,485.27,6,0,0,12,6000
1936.01,232.29,232.29,1,27,0,12,2000
2486.1,0,0,0,33,0,8,4000
0,2193.8,2193.8,7,0,0,12,6500
796.56,0,0,0,13,0.64,12,4000
717.18,3856.97,3856.97,16,7,0,12,7000
0,4954.61,4954.61,21,0,0,12,9500
782.88,0,0,0,2,0,12,3000
0,200.27,200.27,5,0,0,12,2000
260,0,0,0,1,0,12,5500
0,56.46,56.46,3,0,0,12,1200
49.19,4078.3,4078.3,6,5,0,12,12000
4021.29,2075.78,2075.78,4,44,0,12,5000
503.45,0,0,0,1,0,12,10500
4430.17,0,0,0,78,1,12,8500
933.5,1160.28,1160.28,2,1,0,12,3000
1163.93,0,0,0,22,0,12,5000
177.23,0,0,0,3,0,12,2500
283.6,0,0,0,2,0,8,5000
9796.28,1959.01,1959.01,2,45,0.33,12,19000
2109.61,366.01,366.01,3,19,0.18,12,6500
0,434.32,434.32,4,0,0,12,3000
1326.3,1123.25,1123.25,2,23,0,12,4500
0,10204.12,10204.12,9,0,0,12,10000
0,729.33,729.33,2,0,0,12,3500
3407.69,2063.86,2063.86,5,77,0,12,9500
1804.09,327.48,327.48,3,27,0.18,12,7500
758.31,0,0,0,7,0.42,12,6000
121.5,0,0,0,9,0,11,4000
0,2316.21,2316.21,10,0,0,12,5500
90.39,1160.46,1160.46,1,1,0,8,1500
0,861.57,861.57,9,0,0,12,2600
0,16037.33,16037.33,11,0,0,12,10000
749.3,0,0,0,8,0,12,8500
184.92,0,0,0,12,0.55,12,4000
70,640.71,640.71,9,2,0,12,1500
219.26,977.93,977.93,7,5,0,12,2500
44.55,0,0,0,1,0,12,6000
268.68,0,0,0,12,0.17,12,1200
0,1843.43,1843.43,6,0,0,12,2600
1876.8,0,0,0,12,1,12,5000
455.76,0,0,0,13,0,12,1700
520.5,0,0,0,15,0.45,12,4000
0,1113.87,1113.87,3,0,0,12,6000
8519.02,237.07,237.07,1,117,0.83,12,17500
0,2654.86,2654.86,2,0,0.5,12,3000
0,3469.66,3469.66,27,0,0,12,4000
777.04,0,0,0,20,0,12,7500
0,2739.67,2739.67,2,0,0,12,3300
4504.25,0,0,0,37,0,12,8500
2370.01,0,0,0,35,0.83,12,4200
517.14,0,0,0,7,0,12,3000
806,1705.72,1705.72,3,25,0,12,8000
578.66,6390.67,6390.67,4,12,0,11,9500
8.4,0,0,0,12,0,12,10500
173.69,3122.99,3122.99,6,2,0,12,5000
74.98,216.03,216.03,5,2,0,12,1800
60.24,0,0,0,2,0.5,12,4000
1500,475.12,475.12,1,2,0,12,4600
2280.58,0,0,0,20,0,12,1800
0,1967.78,1967.78,5,0,0,12,3000
1152.83,0,0,0,21,0,12,7000
0,94.71,94.71,4,0,0,12,2400
0,2644.7,2644.7,7,0,0,12,3000
186.11,0,0,0,5,0,12,3000
89.9,0,0,0,4,0,12,7000
221.61,0,0,0,8,0,12,1700
4768.27,0,0,0,27,0.45,11,2500
86.7,92.44,92.44,2,2,0,12,2000
1162.63,3808.25,3808.25,21,14,0,12,7500
977.38,0,0,0,18,0,12,3350
1497.82,0,0,0,31,0.09,12,3500
363,5307.32,5307.32,11,2,0,9,5500
0,540.25,540.25,3,0,0,12,8500
0,112.68,112.68,3,0,0,12,1500
0,513.66,513.66,3,0,0,12,3000
350,0,0,0,2,0,12,4000
1488.8,858.52,858.52,2,21,0,12,2000
992.25,667.82,667.82,3,18,0,12,4500
1288.42,0,0,0,23,0,12,1500
1102.72,0,0,0,15,0.83,12,4000
536.68,0,0,0,13,0.09,12,1000
0,904.46,904.46,4,0,0,12,2500
2163.12,0,0,0,23,0,12,4000
0,4947.78,4947.78,7,0,0,9,5500
5197.22,18857.06,18857.06,25,15,0.2,7,13000
591.84,564.37,564.37,3,11,0,11,17000
1790.64,1660.67,1660.67,18,52,0,12,10500
0,3253.03,3253.03,27,0,0,12,3000
385,0,0,0,2,0,12,5000
475,0,0,0,12,0.9,12,1500
0,1786.83,1786.83,4,0,0,12,6000
1366.3,0,0,0,11,0.4,12,2000
76.94,0,0,0,2,0,11,1500
2126.7,1622.22,1622.22,7,10,0,12,15000
100,593.18,593.18,3,1,0,12,1200
0,3330.33,3330.33,5,0,0,12,14500
12551.95,14896.54,14896.54,19,122,0.42,12,17000
200,201.4,201.4,4,1,0,12,8000
2190.95,1913.35,1913.35,4,43,0,12,11500
2896.05,187.03,187.03,1,90,0,12,13500
18.05,19.12,19.12,1,1,0,12,1000
1990.81,0,0,0,31,0,12,5000
199.88,0,0,0,14,0,12,4000
4917.48,0,0,0,31,0.38,12,13500
1325.27,0,0,0,21,0,12,4000
1448.59,1070.17,1070.17,2,18,0.08,12,1200
851.68,1515.65,1515.65,4,12,0,12,1500
0,365.82,365.82,5,0,0,12,3500
463,3096.81,3096.81,17,7,0,12,12500
769.34,2234.78,2234.78,7,3,0,12,7000
377.1,388.85,388.85,2,5,0,12,2600
0,59.57,59.57,2,0,0,12,1200
780.14,3573.49,3573.49,6,5,0.29,12,9000
3480.24,0,0,0,60,0,12,12500
0,189.62,189.62,6,0,0,12,1500
0,3943.87,3943.87,4,0,0,12,12000
2493.67,0,0,0,26,0,12,3000
324.3,1468.08,1468.08,4,4,0,12,5000
444.96,0,0,0,12,1,12,3000
150,3714.01,3714.01,2,3,0,12,6000
250.32,4447.64,4447.64,10,1,0,12,7000
0,1159.45,1159.45,5,0,0,6,1200
89.66,126.16,126.16,6,5,0,10,2000
299.04,0,0,0,12,0.92,12,7500
1036.19,3270.55,3270.55,11,6,0,12,7300
0,22665.78,22665.78,30,0,0,12,18500
5080.85,0,0,0,12,0,12,8000
554.85,952.42,952.42,8,20,0,12,2100
5153.28,0,0,0,105,0,12,11500
2617.85,0,0,0,35,0.7,12,1800
716.98,273.53,273.53,1,17,0,12,1600
4193.91,0,0,0,27,1,12,3000
965.84,0,0,0,33,0,12,4300
7597.09,0,0,0,22,0,12,6500
0,1897.55,1897.55,2,0,0,12,9500
360.3,3501.66,3501.66,10,7,0,12,11500
1772.55,0,0,0,29,0.08,12,1200
1850.31,0,0,0,41,0.64,12,14000
84.65,0,0,0,9,0,12,8000
223.5,0,0,0,4,0,9,17500
407.86,14827.31,14827.31,2,5,0,12,12500
315.48,0,0,0,12,0,12,1000
0,84.44,84.44,1,0,0,12,2000
312.69,370.51,370.51,2,5,0,12,7500
1230.08,4665.56,4665.56,24,13,0,12,6500
0,2999.9,2999.9,3,0,0,12,13000
0,1379.59,1379.59,3,0,0.14,12,3000
701.44,0,0,0,13,0,12,6000
302,796.57,796.57,1,6,0,12,2000
348.88,0,0,0,4,0,12,1200
3393.25,0,0,0,5,0,12,9000
205.89,3697.22,3697.22,11,12,0,12,9500
0,4289.51,4289.51,11,0,0,12,6500
209,0,0,0,6,0.75,12,1500
1051.52,0,0,0,16,0,12,4600
253.37,0,0,0,16,0,12,1200
202.72,0,0,0,10,0,12,4500
27,0,0,0,1,0,12,1200
6335.65,0,0,0,108,0,12,11000
2457.48,0,0,0,69,0.25,12,7000
26.62,0,0,0,4,0.09,12,4500
4896.9,960.98,960.98,2,64,1,12,2500
20.09,0,0,0,5,0,12,3200
678,0,0,0,12,0,12,2000
0,12008.08,12008.08,30,0,0.08,12,11000
1707.26,0,0,0,18,0,12,3300
0,3305.86,3305.86,18,0,0,12,4500
963.35,0,0,0,11,0.7,12,14000
2540.9,0,0,0,30,1,12,5000
1478.36,0,0,0,12,0,12,1200
0,1163.46,1163.46,10,0,0,12,6500
45.65,0,0,0,1,0,12,1200
0,2037.04,2037.04,3,0,0.11,12,3000
563.39,136.5,136.5,5,40,0,12,900
974.3,189.41,189.41,5,21,0,12,3000
0,6479.64,6479.64,1,0,0,12,10000
562.01,0,0,0,19,0,12,1800
53.8,0,0,0,6,0,12,2500
1113.1,0,0,0,26,0,12,6500
0,393.74,393.74,1,0,0,10,5250
7363.38,0,0,0,42,1,12,4500
421.15,5690.17,5690.17,11,7,0,12,17000
566.43,0,0,0,3,0,12,9000
17409.21,0,0,0,175,0.33,12,19500
0,629.11,629.11,11,0,0,12,3500
1177.64,2961.28,2961.28,7,29,0,10,3000
1009.44,0,0,0,25,0,12,4000
200,493.28,493.28,7,3,0,12,2000
736.72,0,0,0,5,1,8,4500
158.37,0,0,0,1,0,12,3000
0.01,0,0,0,1,0,12,6500
516,0,0,0,12,0,12,1500
251.44,0,0,0,12,0,12,6000
2110.98,0,0,0,20,0,10,1700
3852.37,0,0,0,35,0.27,12,6000
270,0,0,0,3,0,12,1200
1238.12,1799.32,1799.32,4,13,0,12,6000
308.16,0,0,0,3,0,12,2500
0,1222.17,1222.17,3,0,0,12,12000
1817.84,0,0,0,4,0,12,6000
1000,0,0,0,1,0.09,12,1500
0,77.33,77.33,3,0,0,12,1600
3209.14,898.01,898.01,3,28,0,10,10000
886.37,1310.18,1310.18,8,7,0,12,1800
0,9009.16,9009.16,5,0,0,11,7500
455.72,0,0,0,22,0,12,3000
749.9,0,0,0,10,0.78,11,1500
555,0,0,0,12,0,12,3000
1093.93,822.7,822.7,4,15,0,12,2900
1755.76,0,0,0,20,0.92,12,2500
829.15,476.33,476.33,1,5,0,12,3000
541.68,3580.75,3580.75,2,2,0,12,8500
26582.34,0,0,0,55,0.88,10,28000
1508.54,0,0,0,16,0,12,8500
99,909.11,909.11,3,1,0,12,1000
1534.98,1407.2,1407.2,17,32,0,12,4000
76.3,0,0,0,3,0,12,1200
3927.12,0,0,0,34,0.33,12,5500
1486.31,0,0,0,39,0,12,1800
435.14,3935.73,3935.73,7,14,0,12,7000
280.35,900.55,900.55,2,3,0,12,4000
367.94,0,0,0,9,0,12,1500
182,0,0,0,4,0.08,12,1500
1682.06,0,0,0,15,0,12,13000
3070.45,0,0,0,20,1,12,18500
34,135.18,135.18,3,1,0,12,1600
490.21,10735.1,10735.1,29,3,0,11,6000
2197.21,1824.82,1824.82,2,31,0,12,4000
170,0,0,0,3,0,12,1200
36,19.04,19.04,1,1,0,12,3500
1806.97,0,0,0,28,1,12,3500
0,5833.7,5833.7,8,0,0,12,6500
2612.1,0,0,0,135,0,12,6500
1188.78,65.1,65.1,2,91,0.17,12,6500
0,477.38,477.38,1,0,0.1,12,1950
735.09,0,0,0,8,0,12,10500
1533.28,2294,2294,8,20,0,12,1200
443.99,0,0,0,3,0,11,3500
96.62,0,0,0,19,0.25,12,4500
0,1173.31,1173.31,5,0,0,12,2500
160.92,319.93,319.93,5,12,0,12,3000
937.96,0,0,0,40,0,12,1500
22.5,0,0,0,5,0,12,10000
720.18,0,0,0,7,0,12,5000
69,0,0,0,1,0,12,4500
64.82,298.11,298.11,4,3,0,12,4150
0,91.9,91.9,1,0,0,12,1200
2655.99,0,0,0,21,0.73,12,3600
825,0,0,0,12,0.73,12,2500
1783.57,9569.47,9569.47,29,22,0,12,8000
1092.59,0,0,0,26,0.09,12,18000
0,3351.39,3351.39,3,0,0,7,5000
3914.15,0,0,0,12,0.08,12,9500
788.54,69.89,69.89,2,8,0,11,4200
830.15,10249.92,10249.92,26,14,0,12,11000
0,39.46,39.46,1,0,0,12,2100
1037.82,0,0,0,12,0.1,12,6500
723.65,0,0,0,24,0,12,8500
0,19.35,19.35,1,0,0,12,2100
0,2908.4,2908.4,13,0,0,9,3000
2496.57,0,0,0,14,0,12,3000
3061.26,0,0,0,20,0.45,12,6000
45.65,0,0,0,1,0,11,1700
1188,0,0,0,2,0,12,9000
307.11,0,0,0,12,0,12,1500
1368.88,0,0,0,15,1,12,4500
207.68,189.87,189.87,1,1,0,12,3000
514.97,0,0,0,16,0.25,12,5500
45.65,48.73,48.73,1,1,0,12,1200
29.29,137.26,137.26,2,1,0,12,2100
45.65,0,0,0,1,0,12,1500
0,3631.84,3631.84,5,0,0,12,8500
0,2941.9,2941.9,11,0,0,12,6000
2590.95,0,0,0,18,0.88,12,10000
85.92,551.08,551.08,13,7,0,12,1200
452.59,786.62,786.62,5,22,0,12,7500
0,95.84,95.84,1,0,0,12,9500
125,2406.23,2406.23,6,10,0,12,5000
119,54.74,54.74,3,1,0,12,1200
0,3249.06,3249.06,16,0,0,12,7000
1555.66,0,0,0,26,0,12,3500
32.38,545.64,545.64,2,1,0,12,5000
34,0,0,0,3,0,6,6000
0,586.03,586.03,1,0,0.25,12,17000
130.4,1916.53,1916.53,1,4,0,12,10200
734.37,0,0,0,30,0.75,12,10500
0,1331.17,1331.17,5,0,0,7,1500
292.59,0,0,0,12,0,12,5000
1042.52,0,0,0,1,0.5,12,6000
2682.25,188.37,188.37,1,16,0,12,4500
280,49.12,49.12,1,3,0,12,1800
0,158.35,158.35,3,0,0,12,1200
1302.37,1279.63,1279.63,3,9,0,12,6000
90,0,0,0,1,0,12,7000
735.69,0,0,0,16,1,12,3000
6058.03,3517.95,3517.95,6,52,0,12,4000
750.05,0,0,0,7,0,9,14000
499.92,0,0,0,12,0.42,12,3000
256.5,0,0,0,9,0.17,12,1200
230.15,0,0,0,12,0,12,1600
1956.8,0,0,0,31,1,12,10000
3719,29282.11,29282.11,26,61,0.08,12,15500
0,19.5,19.5,1,0,0,12,1200
4704.98,0,0,0,45,0.83,9,4500
60,97.85,97.85,1,12,0,12,1800
320.08,3134.42,3134.42,17,13,0,12,7000
66.7,75.25,75.25,1,1,0,12,1000
130,0,0,0,1,0,12,4500
71.4,0,0,0,2,0,12,2000
285.45,1429.49,1429.49,7,10,0,12,3000
259.84,1731.96,1731.96,12,4,0,12,7500
35.8,0,0,0,1,0,12,750
150,114.46,114.46,1,6,0,12,1000
611.31,0,0,0,37,0.92,12,1500
0,1175.36,1175.36,1,0,0,8,1200
153.96,0,0,0,2,0.09,12,8500
453.89,0,0,0,3,1,12,6500
0,1078.25,1078.25,5,0,0,12,1200
0,4459.74,4459.74,14,0,0,12,6000
133,0,0,0,2,0,12,1200
1594,0,0,0,10,0.09,12,4500
929.99,558.73,558.73,1,65,0,12,6500
431.49,0,0,0,7,0,12,1500
985.79,0,0,0,16,0,12,3000
0,181.45,181.45,1,0,0,12,5000
0,2777.2,2777.2,1,0,0.5,12,6000
931.98,0,0,0,23,0.42,12,7500
648.24,0,0,0,6,0.36,12,2000
0,3757.68,3757.68,13,0,0,12,5000
1757.44,19.68,19.68,1,68,0,12,4500
0,1883.48,1883.48,7,0,0,10,5000
1372.57,3806.76,3806.76,27,16,0,12,5500
665.5,0,0,0,12,0.5,12,4000
680.97,4037.63,4037.63,7,10,0,12,8500
65.75,0,0,0,5,0.57,12,4000
313.02,1381.61,1381.61,1,13,0,12,1500
0,218.73,218.73,5,0,0,12,2000
1158.28,538.24,538.24,4,19,0,12,7500
113.03,3688.79,3688.79,31,12,0,12,3000
171,0,0,0,2,0,12,4000
2255.1,106.45,106.45,1,27,0,12,3500
32.25,0,0,0,1,0,12,1800
896.18,4222,4222,12,5,0,12,7000
464.51,0,0,0,10,0.78,12,3000
1198.2,0,0,0,12,0.42,12,7000
1961.78,0,0,0,24,0,12,6000
90,966.33,966.33,7,1,0,11,3500
436.74,0,0,0,5,0,12,3500
294,281.67,281.67,2,7,0.1,12,3500
335.99,956.58,956.58,1,7,0.25,12,7500
0,2251.74,2251.74,2,0,0,12,9000
383.42,0,0,0,7,0,12,11000
0,7700.9,7700.9,28,0,0,12,7000
206.35,0,0,0,9,0,12,1000
116.18,0,0,0,5,0.08,12,1000
0,2168.9,2168.9,5,0,0,12,6000
299.94,6351.31,6351.31,12,15,0,12,6000
364,0,0,0,4,0,12,5000
1019.34,0,0,0,7,1,9,5000
121,0,0,0,2,0.1,10,13000
3094.97,0,0,0,12,0.67,12,14500
0,2132.75,2132.75,6,0,0,12,7500
0,357.13,357.13,2,0,0,12,5000
215,0,0,0,10,0,12,8500
2900,0,0,0,1,0,8,2900
1109.53,952.74,952.74,1,6,0,12,7500
80.3,490.43,490.43,4,3,0,12,1950
3279.57,0,0,0,119,0,12,5000
3777.59,329.21,329.21,3,28,0.09,11,4000
114,0,0,0,1,0,12,1200
290.36,0,0,0,12,0.73,12,10000
129.95,0,0,0,2,0.08,12,1500
22.16,0,0,0,1,0,12,9000
12.65,0,0,0,1,0,12,5000
0,185.65,185.65,2,0,0,12,1200
0,1504.18,1504.18,16,0,0.36,12,5500
0,2956.07,2956.07,2,0,0,12,6500
1283.65,883.35,883.35,4,17,0,12,5500
0,309.56,309.56,4,0,0,12,1500
3442.08,0,0,0,63,0.25,12,7000
1399.05,0,0,0,10,0,12,7500
466.18,38.32,38.32,1,15,0,11,1500
190,454.8,454.8,1,1,0,11,5000
0,265.07,265.07,1,0,0,12,3000
1274.54,0,0,0,21,0,12,4500
0,1728.34,1728.34,1,0,0,11,6000
590,0,0,0,1,0,12,2500
0,1405.78,1405.78,4,0,0,12,15500
120,0,0,0,1,0,12,2100
460.57,2661.97,2661.97,6,6,0,12,9500
904.3,0,0,0,54,0,12,1700
2094.99,2392.19,2392.19,2,23,0,12,7600
7096.36,0,0,0,84,1,12,7500
2860.32,0,0,0,28,0,12,4500
1310.84,76.36,76.36,1,12,0,10,2500
463.32,0,0,0,9,0.71,12,6500
743.38,0,0,0,18,0,12,2100
2483.26,0,0,0,1,0,12,10000
927.1,0,0,0,12,1,12,1500
951.1,0,0,0,2,0,12,6000
280.25,0,0,0,19,0,12,2500
1842.33,0,0,0,12,0.33,12,3000
145.01,0,0,0,9,0.14,12,3000
2275.97,203.75,203.75,1,31,0.17,12,3000
356.4,1709.97,1709.97,5,5,0,12,3500
0,1195,1195,8,0,0,12,7500
244.2,0,0,0,4,0,12,4000
600,0,0,0,5,1,12,6000
25.5,0,0,0,1,0.5,12,5500
348.78,46.66,46.66,1,9,0,7,1200
348.47,99.2,99.2,1,9,0,12,1200
1019.4,0,0,0,25,0.25,12,1000
0,59.81,59.81,2,0,0,12,1000
205.03,270.45,270.45,1,3,0,10,14000
0,1829.29,1829.29,1,0,0,12,9000
1462.38,0,0,0,5,0.08,12,2500
508.56,0,0,0,2,0,12,7000
0,2863.92,2863.92,5,0,0.13,11,3000
2406.77,0,0,0,35,1,12,10000
1202.5,0,0,0,41,0.83,12,2500
0,1835.16,1835.16,3,0,0,12,3000
133.31,148.48,148.48,2,1,0,12,1000
0,158.16,158.16,4,0,0,12,4000
360,1836.07,1836.07,5,1,0.1,11,5000
0,3493.29,3493.29,8,0,0.29,12,6000
2071.55,47.88,47.88,1,19,1,12,9000
496,0,0,0,12,0.08,12,2500
59.67,0,0,0,11,0,12,3000
212.58,279.52,279.52,5,8,0.2,12,1500
1197.2,0,0,0,13,0,12,4500
0,1150.89,1150.89,1,0,0,12,1200
0,3947.58,3947.58,1,0,0,12,4000
22746.81,0,0,0,140,1,12,18000
0,1364.4,1364.4,1,0,0,8,3000
534.26,2395.94,2395.94,3,6,0.67,12,7000
5327.61,3467.98,3467.98,12,53,0.9,12,6000
41.07,0,0,0,3,0,12,3000
1233.58,13674.24,13674.24,26,7,0,12,13000
963.61,0,0,0,14,0.2,12,3500
2037.24,0,0,0,22,0.13,12,3500
1179.3,0,0,0,13,0.71,12,7500
2035.29,0,0,0,29,0,12,9500
676,0,0,0,9,0,12,10000
480.27,0,0,0,37,1,12,2500
2117.05,0,0,0,19,0,12,7000
37.75,0,0,0,1,1,12,4000
432.05,0,0,0,3,0,10,10000
1448.74,0,0,0,23,0,12,5000
534.93,114.67,114.67,1,38,0,12,1500
218,0,0,0,4,0,12,6500
328.61,6790.01,6790.01,26,6,0.08,12,7000
921.82,0,0,0,1,0,10,1200
76,0,0,0,1,0,12,1500
0,7968.27,7968.27,1,0,0,12,12000
1903.66,0,0,0,35,1,12,9000
2346.94,0,0,0,39,0.88,12,4500
1043,836.72,836.72,1,7,0,12,6000
322.98,0,0,0,3,0,12,9500
2743.66,2638.89,2638.89,2,23,0,12,10500
0,15084.01,15084.01,53,0,0.17,12,4500
6528.65,0,0,0,113,1,12,12000
88.97,0,0,0,2,1,12,2720
311.05,0,0,0,11,1,12,6000
689.4,0,0,0,12,1,12,10000
0,4799,4799,1,0,1,12,5000
263.16,0,0,0,7,0.2,12,6000
2068.15,0,0,0,7,0.83,8,4000
1858.7,3569.69,3569.69,26,18,0,12,9000
3446.96,0,0,0,46,1,12,10500
1103.5,804.72,804.72,4,8,0,12,8500
87.02,0,0,0,1,0,12,15500
0,2436.2,2436.2,8,0,0,12,11500
584.4,0,0,0,12,0,12,1200
0,19.56,19.56,1,0,0,12,1200
942.22,397.71,397.71,3,36,0,12,2200
395.05,0,0,0,6,0.11,12,5500
438.8,0,0,0,10,0.75,10,1500
35.97,0,0,0,1,0,12,2000
0,3553.2,3553.2,19,0,0,12,6000
85.5,0,0,0,1,0,10,1500
696.63,0,0,0,2,0,12,1800
0,39.35,39.35,2,0,0,12,1700
2808.2,0,0,0,71,0.58,12,7000
1622.23,0,0,0,54,0,12,2500
2911.02,1992.39,1992.39,4,85,0,12,6000
37,0,0,0,2,0,9,2500
0,2878.74,2878.74,7,0,0.08,12,4500
0,190.77,190.77,8,0,0,12,1500
180.5,0,0,0,8,0.75,12,4000
2940,0,0,0,13,0.3,12,3500
1492.21,0,0,0,27,0,12,7000
2434.5,6742.42,6742.42,22,22,0,12,9000
434.72,0,0,0,9,1,12,4500
178.83,913.39,913.39,1,4,0,7,1200
227.55,0,0,0,2,0,12,2500
588.05,0,0,0,5,0,12,9000
0,3470.94,3470.94,4,0,0,12,4000
2675,2357.96,2357.96,4,22,0.08,12,2500
40040.71,0,0,0,358,1,12,18000
1247.75,404.44,404.44,2,31,0.5,12,5000
244,197.38,197.38,1,16,0.33,12,7000
0,2622.29,2622.29,7,0,0,12,3000
59,0,0,0,1,0,6,1200
0,1689.71,1689.71,1,0,0,12,3000
35.92,0,0,0,1,0,12,13500
4398.35,0,0,0,47,0.92,12,16500
1483.9,4848.11,4848.11,4,12,0,12,14500
126,0,0,0,12,0.33,12,3000
958.5,404.99,404.99,2,6,1,10,16000
150,1344.23,1344.23,8,1,0,12,2500
5252.04,0,0,0,40,0.08,12,7350
3502.99,0,0,0,74,0,12,7000
231,0,0,0,11,0.18,12,5000
2395.88,0,0,0,63,0.75,12,5000
120,0,0,0,3,1,10,4500
560.75,0,0,0,11,0,11,2500
719.76,0,0,0,12,0,12,1800
4276.89,0,0,0,58,0.08,12,7500
949.59,0,0,0,11,0.1,12,4000
2571.48,0,0,0,26,0,12,2500
0,781.62,781.62,1,0,0,12,2500
491.43,0,0,0,7,1,11,2100
569.68,0,0,0,10,0,12,4000
576,0,0,0,12,0,12,1000
